"speciesid","nlnaam","ennaam","latnaam","remarks.x","length_num","length_remarks","length_code","vers_gew","deleted_reason.x","fykedate","fykenr","vistijd","temp","zoutgehalte","year","month","decade"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,43,NA,"5",NA,NA,2005-05-27,1,24,14,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,48,NA,"5",NA,NA,2005-05-27,1,24,14,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,19,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,23,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,44,NA,"5",NA,NA,2005-05-28,1,26,15,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,24,NA,"5",NA,NA,2005-05-29,1,24,15.7,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-05-29,1,24,15.7,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-05-29,1,24,15.7,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-05-29,1,24,15.7,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-05-29,1,24,15.7,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2005-05-29,1,24,15.7,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,19,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,26,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2005-05-30,1,22,16,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,20,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,24,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,26,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,37,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,44,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,47,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,52,NA,"5",NA,NA,2005-05-31,1,24,14.5,NA,2005,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,53,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-01,1,24,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,23,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,25,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,25,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2005-06-02,1,28,15.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,25,NA,"5",NA,NA,2005-06-03,1,20,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-06-03,1,20,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2005-06-03,1,20,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,45,NA,"5",NA,NA,2005-06-03,1,20,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,50,NA,"5",NA,NA,2005-06-03,1,20,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,54,NA,"5",NA,NA,2005-06-03,1,20,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,20,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,23,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,26,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,26,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,26,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,61,NA,"5",NA,NA,2005-06-04,1,26,14,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,46,NA,"5",NA,NA,2005-06-05,1,24,14.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2005-06-07,1,24,13.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,47,NA,"5",NA,NA,2005-06-07,1,24,13.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-06-09,1,24,14.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,45,NA,"5",NA,NA,2005-06-10,1,24,14.7,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-06-11,1,26,14.7,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,49,NA,"5",NA,NA,2005-06-11,1,26,14.7,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-12,1,24,13.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,44,NA,"5",NA,NA,2005-06-12,1,24,13.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2005-06-13,1,22,13.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-06-14,1,24,14.3,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,20,NA,"5",NA,NA,2005-06-17,1,22,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2005-06-17,1,22,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,23,NA,"5",NA,NA,2005-06-17,1,22,15,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,47,NA,"5",NA,NA,2005-06-19,1,24,17,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-06-22,1,24,17.8,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,24,NA,"5",NA,NA,2005-06-23,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-24,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,37,NA,"5",NA,NA,2005-06-24,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,49,NA,"5",NA,NA,2005-06-24,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,58,NA,"5",NA,NA,2005-06-24,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,41,NA,"5",NA,NA,2005-06-26,1,24,19.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2005-06-27,1,22,19.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,43,NA,"5",NA,NA,2005-06-27,1,22,19.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,45,NA,"5",NA,NA,2005-06-27,1,22,19.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,53,NA,"5",NA,NA,2005-06-27,1,22,19.5,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,42,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,43,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,49,NA,"5",NA,NA,2005-06-28,1,24,20,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,24,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,24,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,50,NA,"5",NA,NA,2005-06-29,1,24,19,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2005-06-30,1,24,19.4,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,42,NA,"5",NA,NA,2005-06-30,1,24,19.4,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,44,NA,"5",NA,NA,2005-06-30,1,24,19.4,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,45,NA,"5",NA,NA,2005-06-30,1,24,19.4,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,46,NA,"5",NA,NA,2005-06-30,1,24,19.4,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,54,NA,"5",NA,NA,2005-06-30,1,24,19.4,NA,2005,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,41,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,56,NA,"5",NA,NA,2005-07-01,1,24,18.5,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2005-07-02,1,26,19.2,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2005-07-02,1,26,19.2,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,45,NA,"5",NA,NA,2005-07-02,1,26,19.2,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,47,NA,"5",NA,NA,2005-07-02,1,26,19.2,NA,2005,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,19,NA,"5",NA,NA,2005-09-07,1,17,19.5,NA,2005,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,19,NA,"5",NA,NA,2005-09-07,1,17,19.5,NA,2005,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,26,NA,"5",NA,NA,2005-09-07,1,17,19.5,NA,2005,9,"2000s"
